dummy ein,status,instrumentDesc,serialNum,calInterval,siteCode,owner,project,manufacturer,iso,calJob,calPlace,calCost,dateReceived,id,ein_new,dateCompleted,jobStatus,calCurrency,incomingShip,outgoingShip
77972,Completed,Datapaq Q18,HXE18YFO7TP,6,RSE,Rama,Honeywell,Adobe,NO,Internal,In-site,2.04,10/03/2019,695,1177972,,Approved,,,
9814,Approved,Ionizer Fan,JTP35RIV7MJ,3,RS,Maris,Keysight,Cakewalk,NO,External,Site,4.44,10/04/2019,696,119814,,Approved,,,
14918,Approved,Fluke117,PHT45ORE8BZ,6,ISL,Margaret,Dell,Chami,YES,Internal,In-site,4.88,10/04/2019,697,1114918,,Approved,,,
73728,Approved,Ionizer Fan,KEC48HTU3WH,6,HS,Jack,PP,Cakewalk,NO,External,In-site,2.65,10/04/2019,698,1173728,,Approved,,,
39256,Completed,Caliper,OPH86NLE4GC,6,RSE,Daryl,Dell,Lycos,YES,External,Site,4.59,10/04/2019,699,1139256,,Approved,,,
50943,Completed,Fluke115,EUV53DVU2YG,6,RS,Colette,Dell,Lycos,YES,External,In-site,9,10/04/2019,700,1150943,,Approved,,,
18596,In review,Tenma DMM,TQY05DLF3TR,6,ISL,Abbot,PP,Lavasoft,NO,External,Site,7.29,10/04/2019,701,1118596,,Approved,,,
24507,In review,Tenma DMM,WHH02IKJ1FY,6,HS,Martha,Dell,Yahoo,YES,Internal,In-site,4.02,10/05/2019,702,1124507,,Approved,,,
97830,Approved,Tenma DMM,WET23FQZ8BU,6,ISL,Barclay,PP,Finale,NO,Internal,Site,6.76,10/05/2019,703,1197830,,Approved,,,
5796,In review,Fluke115,YVD73LPQ8GX,12,RSE,Wilma,PP,Altavista,NO,External,Site,6.05,10/05/2019,704,115796,,Approved,,,
12427,Completed,DC Power Supply,JDD61QOV1KO,12,RS,Evelyn,PP,Apple Systems,YES,External,In-site,1.31,10/05/2019,705,1112427,,Approved,,,
17649,In review,Data Switch,UWD28PJS9EW,3,ISL,Leilani,Keysight,Borland,NO,External,Site,8.74,10/05/2019,706,1117649,,Approved,,,
19633,Approved,Tenma DMM,IYO63KDH7MU,6,HS,Craig,Dell,Borland,NO,External,In-site,0.56,10/05/2019,707,1119633,,Approved,,,
23424,Completed,Datapaq Q18,FDF17DMM4EZ,6,SS,Channing,Dell,Borland,NO,External,Site,4.92,10/06/2019,708,1123424,,Approved,,,
47565,Completed,DC Power Supply,MLL17SLA2BH,12,RSE,Quentin,Honeywell,Cakewalk,YES,Internal,In-site,4.99,10/06/2019,709,1147565,,Approved,,,
49694,In review,Data Switch,CYT05JUA7QM,3,RS,Amos,PP,Cakewalk,YES,Internal,In-site,3.98,10/06/2019,710,1149694,,Approved,,,
88302,Completed,Fluke117,NTI17GND3AW,6,SS,Priscilla,Keysight,Finale,NO,External,Site,1.97,10/06/2019,711,1188302,,Approved,,,
29177,In review,DC Power Supply,VLF48DAO7GJ,3,HS,Kellie,Honeywell,Sibelius,NO,External,Site,5.87,10/06/2019,712,1129177,,Approved,,,
61802,Completed,Caliper,SYU60NKA0OA,6,SS,Preston,Honeywell,Macromedia,YES,Internal,In-site,2.59,10/07/2019,713,1161802,,Approved,,,
66952,Completed,Data Switch,XGL36AFJ1CO,3,RS,David,Honeywell,Cakewalk,YES,Internal,In-site,2.28,10/07/2019,714,1166952,,Approved,,,
98630,Completed,Fluke115,EMO95VBO3HK,6,ISL,Benjamin,Keysight,Lycos,YES,Internal,Site,2.52,10/07/2019,715,1198630,,Approved,,,
82555,Approved,DC Power Supply,ZOS72BAH2ZH,12,RS,Fitzgerald,Keysight,Borland,YES,Internal,Site,5.41,10/07/2019,716,1182555,,Approved,,,
12813,Approved,Datapaq Q18,LKZ33XUK0VE,6,ISL,Maile,Keysight,Chami,YES,Internal,In-site,3.93,10/07/2019,717,1112813,,Approved,,,
66064,In review,Tenma DMM,SXR39XHT6XK,3,RSE,Gray,Honeywell,Finale,YES,Internal,In-site,4.32,10/08/2019,718,1166064,,Approved,,,
43919,Approved,Ionizer Gun,MIQ58RST7GE,3,ISL,Curran,Dell,Sibelius,NO,Internal,In-site,0.77,10/08/2019,719,1143919,,Approved,,,
65678,Completed,Fluke117,KZS99ELN2KC,3,HS,Brenda,PP,Macromedia,YES,External,In-site,9.43,10/08/2019,720,1165678,,Approved,,,
79755,In review,Datapaq Q18,ZGM67KDB2JC,3,RSE,Bradley,Honeywell,Adobe,NO,External,Site,2.67,10/08/2019,721,1179755,,Approved,,,
49101,Approved,Tenma DMM,WSE47BDI8ET,3,HS,Maisie,Honeywell,Finale,YES,External,Site,3.66,10/08/2019,722,1149101,,Approved,,,
18621,Approved,Ionizer Fan,TCQ59PWL4EZ,3,HS,Paul,Dell,Finale,NO,External,Site,1.19,10/09/2019,723,1118621,,Approved,,,
41856,Approved,Data Switch,UGZ17MTC7LN,6,SS,Adena,Honeywell,Lavasoft,NO,External,In-site,2.64,10/09/2019,724,1141856,,Approved,,,
40483,In review,Ionizer Gun,GXF55RRB3JA,3,RS,Cally,PP,Microsoft,YES,Internal,Site,6.29,10/09/2019,725,1140483,,Approved,,,
16914,Approved,Ionizer Gun,HNP28JVW6FA,6,RSE,Vladimir,Honeywell,Finale,NO,External,In-site,9.89,10/10/2019,726,1116914,,Approved,,,
25658,Approved,Fluke115,GEU80NLK1CB,3,ISL,Natalie,Dell,Microsoft,NO,External,In-site,7.28,10/10/2019,727,1125658,,Approved,,,
80165,Approved,Ionizer Gun,TZU72TNE6SH,3,SS,Armando,Honeywell,Sibelius,NO,Internal,Site,4.37,10/10/2019,728,1180165,,Approved,,,
61147,In review,Datapaq Q18,WMX61UXD5TQ,12,RSE,Hoyt,Dell,Lycos,YES,External,Site,9.02,10/10/2019,729,1161147,,Approved,,,
1953,Approved,Datapaq Q18,MUA94WUF2CZ,3,RSE,Justina,Dell,Microsoft,NO,External,In-site,6.57,10/10/2019,730,111953,,Approved,,,
13764,In review,Fluke117,ZLX45UFZ7XK,3,ISL,Inez,Dell,Apple Systems,NO,External,In-site,2.07,10/10/2019,731,1113764,,Approved,,,
68739,In review,Fluke115,XOU14JWD2PP,3,HS,Bree,PP,Chami,NO,Internal,In-site,5.6,10/10/2019,732,1168739,,Approved,,,
87796,Approved,Caliper,JDY04UTF1MI,6,RS,Talon,Keysight,Lavasoft,NO,External,Site,9.75,10/10/2019,733,1187796,,Approved,,,
3875,In review,Caliper,BEY15AYQ5AV,6,SS,Laurel,Honeywell,Lycos,NO,External,Site,6.47,10/11/2019,734,113875,,Approved,,,
65376,Completed,Tenma DMM,PMN47OYX1VR,6,HS,Vance,PP,Microsoft,YES,External,In-site,4.41,10/11/2019,735,1165376,,Approved,,,
79610,Approved,DC Power Supply,DOK62HBJ8HE,3,RSE,Rooney,Dell,Macromedia,NO,External,In-site,3.7,10/11/2019,736,1179610,,Approved,,,
19107,Approved,Tenma DMM,JJM32RHO3EU,3,RS,Oleg,PP,Cakewalk,NO,Internal,Site,5.34,10/11/2019,737,1119107,,Approved,,,
85871,Completed,Tenma DMM,TKO86SDP5BA,6,HS,Jescie,Honeywell,Cakewalk,YES,External,In-site,1.87,10/11/2019,738,1185871,,Approved,,,
96645,In review,Datapaq Q18,AXA12DLE9ZE,3,SS,Kai,Dell,Lavasoft,NO,Internal,In-site,8.69,10/11/2019,739,1196645,,Approved,,,
59857,Approved,Fluke115,PCC55JFH9HM,3,RS,Kelly,Honeywell,Apple Systems,YES,Internal,Site,0.29,10/11/2019,740,1159857,,Approved,,,
69680,Completed,Ionizer Fan,BDB07GFA5VT,3,ISL,Eve,Honeywell,Chami,YES,External,In-site,5.89,10/11/2019,741,1169680,,Approved,,,
50655,Completed,DC Power Supply,PAR73GDO3YX,3,RS,Lareina,Honeywell,Microsoft,NO,Internal,In-site,6.81,10/12/2019,742,1150655,,Approved,,,
32829,Approved,Caliper,GRM45FYC3NW,6,RS,Kirestin,Dell,Sibelius,YES,Internal,In-site,9.4,10/12/2019,743,1132829,,Approved,,,
57001,Completed,DC Power Supply,NSO89JLN0AQ,12,HS,Hermione,Dell,Borland,NO,Internal,In-site,3.4,10/13/2019,744,1157001,,Approved,,,
5540,In review,Tenma DMM,YCL87VLL6PW,6,RS,Noah,Honeywell,Chami,NO,External,Site,7.78,10/13/2019,745,115540,,Approved,,,
219,In review,Datapaq Q18,ORD98YAW4TH,12,RSE,Illiana,PP,Apple Systems,YES,External,In-site,6.67,10/13/2019,746,11219,,Approved,,,
34310,Approved,Tenma DMM,HWP02KNK0VS,6,RS,Ronan,Honeywell,Macromedia,YES,External,Site,1.88,10/14/2019,747,1134310,,Approved,,,
59281,In review,Data Switch,ZQE46SYU4HX,3,SS,Hunter,Dell,Macromedia,NO,Internal,In-site,2.84,10/14/2019,748,1159281,,Approved,,,
2078,In review,Fluke115,LKK83KBZ2HA,6,RSE,Rashad,Dell,Lycos,NO,Internal,Site,6.92,10/14/2019,749,112078,,Approved,,,
96865,In review,Ionizer Gun,PDU75ALN9SX,6,RSE,Shelley,Dell,Altavista,NO,Internal,In-site,3.45,10/14/2019,750,1196865,,Approved,,,
2641,In review,Fluke115,FEH70EQV7WQ,12,SS,Brady,Dell,Apple Systems,NO,Internal,Site,6.95,10/15/2019,751,112641,,Approved,,,
96337,In review,Fluke117,QVM69NDU6FM,6,SS,Jermaine,Honeywell,Finale,YES,Internal,In-site,2.25,10/15/2019,752,1196337,,Approved,,,
37640,Completed,Tenma DMM,SWL62JDG6XW,3,RS,Matthew,Keysight,Cakewalk,NO,External,Site,5.92,10/15/2019,753,1137640,,Approved,,,
69360,Approved,Ionizer Gun,WGG42RRH3GD,6,RSE,Destiny,Dell,Google,YES,External,In-site,2.39,10/15/2019,754,1169360,,Approved,,,
20185,In review,Fluke115,XLG53MNN1PC,6,RS,Hannah,PP,Chami,YES,External,Site,2.64,10/15/2019,755,1120185,,Approved,,,
26374,Completed,Ionizer Fan,OEM07KHN8OB,12,RSE,Alice,Honeywell,Lycos,NO,Internal,In-site,9.37,10/16/2019,756,1126374,,Approved,,,
12431,In review,DC Power Supply,WAF18ARF0CA,12,RS,Levi,Keysight,Sibelius,YES,Internal,In-site,2.05,10/16/2019,757,1112431,,Approved,,,
64032,In review,Fluke115,THK95CAG4TF,6,HS,Pamela,Keysight,Lavasoft,YES,Internal,In-site,0.65,10/16/2019,758,1164032,,Approved,,,
74603,Approved,Ionizer Fan,TNU84SWJ4CJ,6,RSE,Melinda,PP,Altavista,NO,Internal,In-site,5.89,10/17/2019,759,1174603,,Approved,,,
46479,Completed,Fluke115,UAU41CGA4QG,3,SS,Guinevere,Keysight,Yahoo,YES,External,Site,2.42,10/17/2019,760,1146479,,Approved,,,
61501,Approved,Caliper,LPO65TIR1YZ,3,ISL,Indira,PP,Sibelius,YES,Internal,In-site,1.94,10/17/2019,761,1161501,,Approved,,,
22195,Completed,DC Power Supply,DMS12BLV7BG,6,RSE,Adrian,Honeywell,Lavasoft,NO,Internal,In-site,0.72,10/18/2019,762,1122195,,Approved,,,
37277,Approved,Ionizer Gun,ADT16ATE3DG,6,SS,Madonna,Keysight,Lavasoft,YES,Internal,In-site,7.11,10/18/2019,763,1137277,,Approved,,,
8772,Completed,Tenma DMM,HWF08ZBW6UA,6,HS,Alec,PP,Altavista,NO,External,Site,6.48,10/18/2019,764,118772,,Approved,,,
9254,In review,Ionizer Gun,LMW48VPM5JJ,6,RS,Zoe,Honeywell,Altavista,YES,Internal,In-site,9.53,10/18/2019,765,119254,,Approved,,,
85524,In review,Fluke115,DFP58SOJ9WX,12,SS,Harding,PP,Borland,YES,Internal,Site,4.8,10/18/2019,766,1185524,,Approved,,,
64727,Approved,Ionizer Fan,TAQ92ZJT8RR,12,HS,Channing,Honeywell,Lycos,NO,External,In-site,7.16,10/18/2019,767,1164727,,Approved,,,
85179,Approved,Ionizer Fan,KSX48MLJ0WW,6,RSE,Aquila,Honeywell,Sibelius,NO,External,In-site,6.96,10/19/2019,768,1185179,,Approved,,,
7680,Approved,DC Power Supply,QAM19DSP9GF,6,SS,Fiona,Dell,Altavista,YES,Internal,Site,2.23,10/20/2019,769,117680,,Approved,,,
4048,Completed,DC Power Supply,MPJ40AYC0FN,6,HS,Taylor,Keysight,Yahoo,NO,External,Site,4.29,10/20/2019,770,114048,,Approved,,,
60811,In review,Tenma DMM,YNA60OYI0TA,12,SS,Cain,Dell,Google,NO,External,Site,5.99,10/21/2019,771,1160811,,Approved,,,
53347,In review,Ionizer Fan,QJG03SVI6DQ,6,RSE,Bruno,Honeywell,Yahoo,YES,External,In-site,4.37,10/21/2019,772,1153347,,Approved,,,
98861,In review,Ionizer Gun,IQT96ZNB4NY,6,SS,Cadman,Keysight,Altavista,NO,Internal,Site,6.02,10/21/2019,773,1198861,,Approved,,,
16822,In review,Fluke117,VNH89ZEI7MZ,3,RS,Patience,Honeywell,Macromedia,YES,External,In-site,2.92,10/21/2019,774,1116822,,Approved,,,
80608,In review,Ionizer Gun,IQV26SSM1KP,6,SS,MacKensie,Honeywell,Adobe,YES,Internal,Site,7.61,10/21/2019,775,1180608,,Approved,,,
35355,Approved,Caliper,YLX43XOW2RK,6,SS,Ralph,Dell,Lavasoft,NO,Internal,In-site,1.02,10/21/2019,776,1135355,,Approved,,,
12247,In review,Caliper,DFT59SYJ4CR,3,HS,Josiah,Dell,Altavista,YES,Internal,Site,0.17,10/22/2019,777,1112247,,Approved,,,
74119,Completed,Ionizer Fan,IRI83CAO8RD,6,HS,Allen,Honeywell,Sibelius,NO,External,Site,0.27,10/22/2019,778,1174119,,Approved,,,
97488,In review,DC Power Supply,ESL31JVQ7QB,12,HS,Cheyenne,PP,Cakewalk,YES,External,Site,0.68,10/22/2019,779,1197488,,Approved,,,
37721,Completed,DC Power Supply,LJE46SSZ7DJ,3,RSE,Giacomo,PP,Sibelius,NO,External,In-site,7.3,10/22/2019,780,1137721,,Approved,,,
1547,In review,Fluke117,JFC73YGB3MG,12,ISL,Bradley,Honeywell,Cakewalk,NO,Internal,Site,8.15,10/22/2019,781,111547,,Approved,,,
24328,In review,Ionizer Gun,AAS67XNN0DP,3,RS,Perry,Dell,Sibelius,YES,External,In-site,3.24,10/23/2019,782,1124328,,Approved,,,
65456,Approved,Caliper,JJU35HHJ6FO,6,RSE,Jackson,Keysight,Finale,NO,Internal,Site,7.59,10/23/2019,783,1165456,,Approved,,,
76411,Approved,Ionizer Gun,RRW20NQJ4LZ,6,SS,Yuri,Dell,Adobe,NO,External,In-site,6.3,10/23/2019,784,1176411,,Approved,,,
15799,Completed,Caliper,JVF88QTH8PS,3,HS,Jackson,Dell,Macromedia,NO,External,In-site,6.55,10/23/2019,785,1115799,,Approved,,,
59684,Completed,Fluke117,DID96TSS1JZ,6,RS,August,Keysight,Sibelius,YES,External,In-site,6.31,10/24/2019,786,1159684,,Approved,,,
19904,In review,Tenma DMM,RUD67XUU1VM,6,SS,Debra,Honeywell,Borland,NO,Internal,In-site,9.98,10/24/2019,787,1119904,,Approved,,,
85771,Approved,Fluke117,MGC03TRE3VC,6,HS,Azalia,Keysight,Adobe,NO,External,Site,3.83,10/24/2019,788,1185771,,Approved,,,
85438,In review,Caliper,QDX26LAW9ZO,6,ISL,Kellie,Dell,Lavasoft,YES,Internal,Site,5.81,10/24/2019,789,1185438,,Approved,,,
95707,In review,Fluke117,MCL47YHN9RH,12,SS,Naida,Dell,Finale,NO,Internal,Site,2.51,10/25/2019,790,1195707,,Approved,,,
678,Completed,Ionizer Fan,LMY84ZWU2YG,6,RSE,Geraldine,Keysight,Apple Systems,NO,External,In-site,7.68,10/25/2019,791,11678,,Approved,,,
66761,Completed,Caliper,MCV31CSH0ZA,6,SS,Gabriel,Dell,Google,NO,External,Site,1.34,10/26/2019,792,1166761,,Approved,,,
41422,In review,Fluke117,LNH81DUK6ZA,12,RSE,Mallory,Dell,Chami,NO,Internal,In-site,4.07,10/26/2019,793,1141422,,Approved,,,
6540,Approved,Datapaq Q18,LDS94WHI8ZA,3,HS,Hiram,Dell,Cakewalk,YES,Internal,Site,1.25,10/26/2019,794,116540,,Approved,,,
95112,In review,Ionizer Fan,QMI17PNT5UB,6,ISL,Dakota,Honeywell,Lycos,NO,Internal,In-site,4.41,10/26/2019,795,1195112,,Approved,,,
44966,In review,Datapaq Q18,JYO59JVF5MW,3,RSE,Mannix,PP,Chami,NO,External,Site,7.21,10/26/2019,796,1144966,,Approved,,,
87920,In review,Ionizer Fan,LYM47JRQ1DZ,6,SS,Britanni,Honeywell,Adobe,NO,Internal,Site,0.55,10/27/2019,797,1187920,,Approved,,,
38402,In review,Caliper,SPW61AEL6CT,12,SS,George,PP,Cakewalk,NO,Internal,In-site,0.22,10/27/2019,798,1138402,,Approved,,,
99863,Completed,Data Switch,IKD22OFV5DU,12,ISL,Mohammad,PP,Borland,YES,External,In-site,3.22,10/28/2019,799,1199863,,Approved,,,
76185,Completed,Datapaq Q18,HSW98DNS0BG,12,RS,Yasir,Keysight,Finale,YES,External,Site,1.28,10/28/2019,800,1176185,,Approved,,,
18599,In review,Ionizer Gun,PMM63GVS7OR,6,HS,Sawyer,Honeywell,Lycos,NO,External,In-site,5.92,10/28/2019,801,1118599,,Approved,,,
30857,Completed,Datapaq Q18,SOV36IJF8IF,12,SS,Honorato,PP,Finale,NO,Internal,Site,5.65,10/28/2019,802,1130857,,Approved,,,
22316,Approved,Tenma DMM,NKD24AQA1ES,6,HS,Jarrod,Dell,Altavista,YES,Internal,Site,0.36,10/28/2019,803,1122316,,Approved,,,
58035,Completed,Caliper,DVZ63URY0RA,12,ISL,Amela,Keysight,Lavasoft,YES,External,Site,8.91,10/28/2019,804,1158035,,Approved,,,
79933,Approved,Caliper,EZV28BZM2NS,3,SS,Jeremy,PP,Finale,NO,Internal,In-site,2.68,10/28/2019,805,1179933,,Approved,,,
78420,Completed,Datapaq Q18,QXH59QKO0FN,3,SS,Salvador,PP,Lycos,NO,Internal,Site,0.5,10/28/2019,806,1178420,,Approved,,,
55098,In review,Caliper,HVV96CWL7IQ,12,ISL,Roary,Keysight,Altavista,YES,Internal,In-site,3.61,10/28/2019,807,1155098,,Approved,,,
14434,Completed,Fluke115,WFG02HJU1GE,3,HS,Astra,Keysight,Sibelius,NO,External,Site,8.05,10/28/2019,808,1114434,,Approved,,,
23009,Approved,Data Switch,GKF88EFH8EB,12,RS,Myles,PP,Yahoo,NO,External,In-site,3.03,10/28/2019,809,1123009,,Approved,,,
57578,In review,DC Power Supply,VVQ64SGM5CU,3,ISL,Gary,Dell,Adobe,NO,External,In-site,7.21,10/28/2019,810,1157578,,Approved,,,
12347,Approved,DC Power Supply,YOY07WRZ6WJ,3,HS,Griffith,Honeywell,Chami,YES,Internal,Site,9.79,10/29/2019,811,1112347,,Approved,,,
36160,Approved,Fluke115,XGV21CGA6DV,3,RS,Carlos,Dell,Lavasoft,YES,External,In-site,0.93,10/29/2019,812,1136160,,Approved,,,
30529,Completed,Fluke117,ODD59WOL9WY,3,RSE,Flavia,Keysight,Finale,NO,Internal,Site,6.75,10/29/2019,813,1130529,,Approved,,,
49921,Approved,Datapaq Q18,UZU29VTT0KI,12,RS,Eliana,PP,Macromedia,NO,External,In-site,8.29,10/29/2019,814,1149921,,Approved,,,
15260,Approved,Datapaq Q18,VLN08QFI8FS,6,RSE,Leah,PP,Finale,YES,External,Site,1.32,10/30/2019,815,1115260,,Approved,,,
52329,In review,Caliper,BYT75GOI2DE,6,RSE,Hunter,Keysight,Microsoft,NO,External,In-site,1.35,10/30/2019,816,1152329,,Approved,,,
31250,Approved,Fluke115,FXS40OCZ8XS,12,RS,Peter,Dell,Adobe,NO,External,In-site,5.95,10/30/2019,817,1131250,,Approved,,,
8057,Approved,DC Power Supply,ACO73WPK9OH,6,SS,Herrod,Keysight,Google,NO,External,Site,8.83,10/30/2019,818,118057,,Approved,,,
35741,In review,Data Switch,JTG40ABM3FI,6,HS,Troy,Dell,Lycos,YES,Internal,In-site,5.75,10/30/2019,819,1135741,,Approved,,,
59105,Completed,Fluke115,SYJ27AAY0DP,12,ISL,Colleen,Keysight,Google,NO,External,In-site,0.09,10/31/2019,820,1159105,,Approved,,,
86840,Completed,Fluke115,NHF92IKL0ZS,12,ISL,Nita,Honeywell,Lycos,YES,Internal,In-site,7.81,10/31/2019,821,1186840,,Approved,,,
22033,Completed,Datapaq Q18,GKJ61GEB0FI,3,RS,Ivana,Honeywell,Microsoft,NO,Internal,Site,1.77,11/01/2019,822,1122033,,Approved,,,
50092,In review,Ionizer Fan,GPD15EWA3LR,12,SS,Ali,Dell,Microsoft,NO,External,Site,5.99,11/01/2019,823,1150092,,Approved,,,
99535,In review,Data Switch,CZU20APA4ZJ,12,RSE,Jade,PP,Lycos,YES,External,Site,3.94,11/01/2019,824,1199535,,Approved,,,
30951,In review,Fluke117,CIX53QQS7AA,6,HS,Camilla,Dell,Chami,NO,Internal,Site,3.58,11/01/2019,825,1130951,,In Review,,,
36913,In review,Datapaq Q18,SLE74AZD1MP,3,HS,Sandra,Keysight,Cakewalk,NO,Internal,Site,3.9,11/01/2019,826,1136913,,In Review,,,
85636,Approved,DC Power Supply,BCW37KIZ8TX,3,SS,Kirsten,Dell,Sibelius,NO,Internal,In-site,4.57,11/01/2019,827,1185636,,In Review,,,
18410,Completed,Datapaq Q18,VMK55IPF8CL,12,SS,Chaim,PP,Lavasoft,NO,External,Site,9.11,11/02/2019,828,1118410,,In Review,,,
56321,Approved,Datapaq Q18,VFS50ZQP5EZ,12,RSE,Karyn,Keysight,Microsoft,YES,External,In-site,8.6,11/03/2019,829,1156321,,In Review,,,
54220,Approved,Fluke115,XHY08RAV2FU,6,ISL,Juliet,PP,Borland,YES,Internal,In-site,9.73,11/03/2019,830,1154220,,In Review,,,
61745,In review,Fluke117,WIE04UZT1FB,3,SS,Andrew,PP,Microsoft,NO,External,In-site,0.12,11/03/2019,831,1161745,,In Review,,,
68241,Completed,Tenma DMM,SNT45RWI7BH,12,RS,Laith,Honeywell,Apple Systems,NO,Internal,In-site,5.36,11/03/2019,832,1168241,,In Review,,,
12917,Completed,Data Switch,DSG45MIB3RX,6,RS,Larissa,Keysight,Microsoft,YES,Internal,In-site,1.68,11/03/2019,833,1112917,,In Review,,,
98062,In review,Ionizer Fan,WEN71CBM4YY,6,RSE,Doris,Honeywell,Yahoo,YES,Internal,Site,3.74,11/03/2019,834,1198062,,In Review,,,
3097,In review,Caliper,TDO60SIM9QO,6,SS,Heidi,Dell,Finale,YES,External,Site,9.13,11/03/2019,835,113097,,In Review,,,
32546,Approved,Data Switch,ORS98OXT2WY,3,ISL,Catherine,Honeywell,Adobe,NO,Internal,In-site,7.87,11/03/2019,836,1132546,,In Review,,,
67041,In review,Fluke117,HUO21INY5YD,3,RSE,Phelan,Honeywell,Lycos,NO,Internal,Site,1.69,11/03/2019,837,1167041,,In Review,,,
55192,In review,Ionizer Gun,HSQ67MBL6XD,12,SS,Callie,PP,Lycos,YES,External,In-site,7.62,11/04/2019,838,1155192,,In Review,,,
26718,Approved,Ionizer Gun,LJK35ROP8YC,12,RSE,Gannon,Dell,Finale,YES,Internal,Site,4.33,11/04/2019,839,1126718,,In Review,,,
79742,Completed,Ionizer Gun,YTI79IDX1BY,12,SS,Uma,Keysight,Macromedia,YES,External,In-site,8.97,11/04/2019,840,1179742,,In Review,,,
84510,Approved,Caliper,QAU15LMZ9OS,12,RS,Peter,PP,Adobe,YES,Internal,In-site,1.26,11/05/2019,841,1184510,,In Review,,,
17797,Approved,Ionizer Gun,LNK30HVZ6LC,12,ISL,Orla,Dell,Lavasoft,NO,Internal,Site,4.7,11/05/2019,842,1117797,,In Review,,,
2314,Completed,Ionizer Gun,XAM22TZW5GH,12,HS,Amelia,Dell,Lycos,NO,External,In-site,8.11,11/05/2019,843,112314,,In Review,,,
55620,Completed,Tenma DMM,TCG19GPN3RO,3,RSE,Liberty,Honeywell,Lycos,YES,External,Site,7.5,11/05/2019,844,1155620,,In Review,,,
45468,Approved,Tenma DMM,BZP37XER5OK,12,RS,Charlotte,Keysight,Chami,NO,Internal,In-site,3.03,11/05/2019,845,1145468,,In Review,,,
3927,Completed,Ionizer Gun,JUV35IEF9KV,12,SS,Nicole,Honeywell,Yahoo,NO,External,Site,3.98,11/05/2019,846,113927,,In Review,,,
76762,Completed,Data Switch,NGR56CED1ZM,6,RSE,Wilma,Honeywell,Yahoo,NO,External,In-site,2.95,11/05/2019,847,1176762,,In Review,,,
9486,Completed,DC Power Supply,ITL35FPA9QG,6,RSE,Damian,Keysight,Sibelius,NO,Internal,In-site,0.52,11/06/2019,848,119486,,In Review,,,
7642,Completed,Ionizer Gun,HKC94KRI3QG,6,ISL,Aurora,Honeywell,Chami,YES,Internal,In-site,0.46,11/06/2019,849,117642,,In Review,,,
66045,Approved,Fluke117,HVZ31CCQ0YN,12,RSE,Jessica,Dell,Adobe,YES,External,In-site,8.45,11/06/2019,850,1166045,,In Review,,,
146,Approved,Fluke117,FEO42RUM5ZA,3,RSE,Lucian,Keysight,Finale,YES,Internal,Site,0.66,11/06/2019,851,11146,,In Review,,,
72843,In review,Ionizer Fan,HVA30PBV9JL,3,RS,Ethan,PP,Chami,NO,External,In-site,2.67,11/06/2019,852,1172843,,In Review,,,
74990,Approved,Datapaq Q18,CTU72HON6LR,12,HS,Malcolm,PP,Sibelius,YES,Internal,In-site,8.69,11/07/2019,853,1174990,,In Review,,,
24662,In review,Ionizer Fan,RBU85AEC3SR,12,SS,Sierra,Honeywell,Cakewalk,YES,External,Site,7.27,11/07/2019,854,1124662,,In Review,,,
52634,In review,Tenma DMM,XGE61QCQ2PG,6,ISL,Galvin,Honeywell,Chami,YES,External,Site,3.54,11/07/2019,855,1152634,,In Review,,,
8059,Approved,Ionizer Gun,BHN99HFG5SG,3,ISL,Ryder,PP,Yahoo,YES,Internal,In-site,6.77,11/08/2019,856,118059,,In Review,,,
80420,Completed,Caliper,ANA45XIB9OW,3,HS,Geoffrey,PP,Lavasoft,NO,External,In-site,3.53,11/08/2019,857,1180420,,In Review,,,
65262,Completed,Fluke115,CKO61BIP5IF,6,SS,Walker,Keysight,Finale,YES,External,Site,0.96,11/08/2019,858,1165262,,In Review,,,
34651,Approved,Caliper,FDD43XCJ6RL,3,HS,Laura,Keysight,Microsoft,NO,Internal,In-site,1.87,11/08/2019,859,1134651,,In Review,,,
17866,In review,Data Switch,TKF54TOO1NJ,3,SS,Vladimir,Keysight,Sibelius,YES,Internal,Site,9.34,11/08/2019,860,1117866,,In Review,,,
70496,Approved,Fluke117,ECX60BKH3TG,3,HS,Chantale,Honeywell,Chami,YES,External,Site,5.35,11/09/2019,861,1170496,,In Review,,,
9942,Approved,Caliper,FOV21YDO9PM,12,RS,Drake,Dell,Finale,YES,External,Site,2.47,11/09/2019,862,119942,,In Review,,,
33605,Approved,Datapaq Q18,QTS82MUZ1VI,6,SS,Asher,PP,Microsoft,NO,Internal,In-site,3.91,11/09/2019,863,1133605,,In Review,,,
64977,In review,Data Switch,TSB32AIU2BX,6,RSE,Abel,Keysight,Apple Systems,NO,External,In-site,3.64,11/09/2019,864,1164977,,In Review,,,
84863,In review,Datapaq Q18,YGV00SAH4WW,6,RS,Daria,Keysight,Apple Systems,NO,External,In-site,7.96,11/09/2019,865,1184863,,In Review,,,
63817,Completed,Datapaq Q18,EKT08ZEC8KE,3,ISL,Jerome,Keysight,Lavasoft,NO,Internal,Site,3.75,11/09/2019,866,1163817,,In Review,,,
658,In review,DC Power Supply,LAZ88VSQ0JP,3,RSE,Rigel,Honeywell,Altavista,NO,External,In-site,6.84,11/09/2019,867,11658,,In Review,,,
72077,Completed,Fluke115,NVG10EEJ7IU,6,SS,Stewart,PP,Google,NO,Internal,In-site,1.37,11/10/2019,868,1172077,,In Review,,,
